"item","cluster","eta1","eta2","eta3","eta4","eta5","eta_resp1","eta_resp2","eta_resp3","eta_resp4","eta_resp5"
"B4Q3M",1,0.017890238262788,-0.0167104835265249,-0.0304128383683678,0.0287410978273046,0.0104401690588313,0.0258630497515721,-0.000548062312090077,-0.00741548783786681,0.0193463379747776,0.00281515226307175
"B4Q3N",1,0.00568147108117386,-0.00694956834788903,0.0203512358323004,-0.00281614680141617,0.00490083036135402,-0.00298669405388964,-0.00750560807641744,0.0116398182062562,-0.000622562750143948,0.00132149044761168
"B4Q3O",2,-0.0236282440056397,0.0204621782394238,0.00599119088302038,-0.00352402382662306,-0.0158957335593204,-0.0153357665244509,0.0082327994749493,-0.002180777417387,-0.00551308550646186,-0.00428622468185546
"B4Q3P",1,0.00753616327253033,-0.00250483527731316,-0.00291330302792082,0.0125821595896321,0.0124920576215201,0.00937777103207024,-0.00196852896694026,0.0045703727643057,0.010171755323327,0.00336843628541604
"B4Q3Q",1,0.0117331458171986,-0.0174089045341321,0.000541540588577097,0.00461197023198805,0.0206950906017078,0.00927997941564382,-0.00926363686627557,0.0072503879452485,0.00719188692389281,0.00558035323121431
"B4Q3R",1,0.00759943924206503,-0.00867263625702348,0.0137957045667935,-0.00285967673213666,0.0126810139004371,0.000610491187779341,-0.00791096178422118,0.0104493570705228,0.00102353749403244,0.0034193876343087
"B4Q3S",2,-0.0182707470429519,0.0129023321477042,0.00538083611631719,0.00964575801326338,-0.00511948371628663,-0.00749278826353562,0.00428933127844384,0.00321737641261081,0.00463960426080196,-0.00138044950119579
"B4Q3T",2,-0.0186731250721983,-0.00487663449139023,0.00035768496938539,0.00393835493574785,0.0032891444354113,-0.00662554027377499,-0.00221427412389926,0.00191917302946923,0.00305041391219032,0.000886905408211324
"B4BSCL14",2,-0.00186385309603859,-0.0214732229916068,0.000270688223082043,-0.00882216384853382,0.00604774397623286,-0.00232722975503572,-0.00859496779872807,0.000200389952028022,-0.00395002786448463,0.00163075138393175
"B4BNE12",2,-0.0025940905043543,-0.0013825399997596,0.000699895825994631,-0.0210226676651794,-0.00134435660054592,-0.00757836664798155,-0.000751532228115331,-0.00411278810150167,-0.0127986668147787,-0.000362500693722095
"B4BIL6",2,2.59462984848743e-05,0.000618647822194121,-0.00696701162457149,-0.0101537754025542,-0.0147711419889119,-0.00300356410172093,0.00378206873842846,-0.00998563089078398,-0.00921650747618362,-0.00398298280074925
"B4BFGN",2,0.00896077273035409,0.0130899805415811,-0.0229482021245626,0.0147208950456969,-0.0126326811352158,0.0124495612917623,0.0115575837946003,-0.0129633418458815,0.00604499098194045,-0.00340635488621559
"B4BCRP",2,0.00449776558350966,-0.0190632255477477,-0.00572493398691429,-0.0046487272015749,0.00283306300712241,0.00280816440868097,-0.00593502844368516,-0.00309768801505114,-0.00215743310354425,0.000763924768936484
"wl_immediate_omit",2,-0.00837842170962347,-0.0112375742671746,-0.000927954657989276,-0.018790542720541,-0.00737268305075743,-0.00965082360015205,-0.00288453852750968,-0.00630600834760845,-0.012765937312214,-0.00198801621489968
"wl_immediate_repetition",1,0.0248757207377778,-0.00743668986736323,-0.0121206470847592,0.0391350546562473,0.0350729271078513,0.0301152039760392,-0.00477669262913089,0.0114906808609465,0.0308250821089136,0.00945728268994825
"wl_immediate_intrusion",2,0.0030810960991874,-0.0194375293783399,-0.0180388242010638,-0.000475430651918247,-0.00256308419226923,0.00597716974903734,-0.00257854688802739,-0.0103730187743939,-0.000833730505313193,-0.000691125998405805
"wl_delayed_omit",2,-0.0100923629838731,-0.0105277482285839,0.00439369210871359,-0.0158033657518812,-0.00224080280088902,-0.0102953225689403,-0.00449702093137299,-0.00140931892182198,-0.00988551794421146,-0.000604224035116001
"wl_delayed_repetition",1,0.0116067423391843,0.0033825771662733,-0.0341277301455745,0.0462590995956188,0.00477782851619189,0.0281338265905118,0.00836969071889613,-0.00763118656130427,0.028553740035918,0.00128832346335894
"wl_delayed_intrusion",1,0.00430292182411271,-0.0207316743351669,-0.002870234917016,0.0181137693214944,0.00685646217840073,0.00912171354297323,-0.00737767930408187,0.00401663167117067,0.0122522776167846,0.00184881920105147
"catflu_repetition",2,0.00922283109311146,-0.0129797417658318,-0.020092741770432,0.0134051743668399,-0.0146016115991197,0.0115872788569741,0.00215765042386237,-0.0122880554683662,0.00483892396736317,-0.00393726956969011
"catflu_intrusion",1,0.00898303613385796,0.0358612646988738,-0.0124030199486832,0.0583017196944513,0.0243589697253412,0.0267243405642098,0.0122938134686204,0.0119278152392096,0.0399279188609124,0.00656830443663977
"numseries_incorrect",2,-0.00294921981836171,-0.0144767392007269,0.00070926425678911,-0.0241923115166959,-0.00996306212481972,-0.0095589628804263,-0.00404658511483434,-0.00725109395159107,-0.0165370024601452,-0.00268650217537287
"backcount_error",2,0.0102075142672538,-0.00320220208544417,0.0208019661266642,-0.0144215579501201,-0.0103593465973808,-0.00652248213718658,-0.0041470549991396,0.00514697017805865,-0.0108079774361586,-0.0027933587907652
"sgst_normal_incorrect",2,-0.00322507722468458,-0.0193585217259325,-0.000528870373243647,-0.00130398604787775,-0.00416711285042511,-0.00187854730363652,-0.00601328040492282,-0.00175468875644277,-0.00167148538819138,-0.00112364628438908
"sgst_reverse_incorrect",2,0.00347097104685837,0.00453044849267915,-0.00678305269000306,-0.003986705922897,-0.0137632332806957,0.000314646811510346,0.0050476202031908,-0.00839361629761636,-0.00533012355656514,-0.00371120401393885
"sgst_mixed_nonswitch_incorrect",1,0.0250915778070057,0.0111026156397611,-0.00196796117538588,0.0381103110686476,0.0158822789643339,0.0244477592107918,0.00245055222430616,0.0110282772164487,0.0260911245202949,0.00428259670099507
"sgst_mixed_switch_incorrect",1,0.0252091354361392,0.00518959597561433,0.00767783603604334,0.0212155472587862,0.00826274917702573,0.0161453774961059,-0.000743545569930214,0.0106042237749725,0.0144002415075463,0.00222801919335032
"sgst_mixed_all_incorrect",1,0.0233310044326666,0.0075571244820874,-0.000206055566833072,0.0397056638925291,0.0193594966030222,0.0241777230797726,0.000338292909154046,0.013288723200346,0.0277877285612029,0.00522021534007888
"B4Q1D",2,-0.00819761243665242,-0.0162601452022815,0.0146789341723839,-0.0109763843960991,0.00589942500200531,-0.00965143618021954,-0.00983050947133437,0.00734920325107578,-0.00526379378323093,0.00159075773118529
"B4Q1H",2,0.0116578261095712,0.00204845981600592,-0.0275929519915499,-0.0156199589637327,-0.00794700950842157,0.00683167233240816,0.0075045291581293,-0.019943729962141,-0.0110026742595128,-0.00214288118096721
"B4Q1K",1,0.0156961686198801,-0.00497300633164463,0.0302229331002492,0.0267051594394329,0.0252668620290166,0.00994751618243778,-0.0115490854514669,0.0285666713042663,0.0213211674942823,0.00681311417668465
"B4Q1N",1,0.00764653963319409,-0.0109640846064666,0.0152863250645759,0.0258761653919851,0.0258731156395128,0.010318874563645,-0.01058938710704,0.0206928462867984,0.0209581531048599,0.00697658817925745
"B4Q1P",1,0.00413872672573778,0.0318836005318089,-0.0173198889622368,0.0342298022058192,-0.00523812681001494,0.0151638792509729,0.0160893536782225,-0.00402822638263496,0.0192430987907178,-0.00141244116454194
"B4Q1T",2,-0.0243140082998475,0.00867989986870427,-0.00629209498178044,-0.0311429628664202,-0.0232663703937224,-0.021160447563943,0.00741638457700086,-0.0162016024508612,-0.0235320122632616,-0.00627368914222215
"B4Q1Z",1,0.00804183841913628,-0.0049162044707152,0.0199676928205279,0.0220346351244742,0.0341318630073465,0.00910247576474016,-0.0107918660291791,0.0248400331054164,0.0204470596224514,0.00920352829983224
"B4Q1FF",1,-0.000806691557778236,0.0039790000676419,0.0247106391760296,0.00892809083724104,0.0247448969342229,-0.00118941905291316,-0.00746641576462628,0.022044554042246,0.0106305645551795,0.00667236825489234
"B4Q1II",2,-0.0270094250629055,0.0074773970671376,-0.0036945750248646,-0.0287175680581131,-0.0206807174067249,-0.0219728596242474,0.00609271655747705,-0.0135997061494066,-0.02153308512055,-0.00557647755332482
"B4Q1CCC",1,-0.00136518135744867,0.000349250968031512,0.0219954592960473,0.0149440956962794,0.0295984716702963,0.0017174405341482,-0.00880466240156006,0.0232031795918582,0.015253510159993,0.00798111640113877
"B4Q1GGG",2,-0.0213850169661253,-0.000163439057554445,0.0223466013359203,-0.0155856687312963,-0.00428152021116454,-0.0203688054572664,-0.0043608517263268,0.00751844541512972,-0.0101945361843733,-0.00115449579828898
"B4Q1B",2,-0.00633009854512756,-0.00592640393675314,0.0136860580186126,-0.0205350465796088,-0.0116066943645856,-0.0137687133907278,-0.00349920447260469,-0.000166665155109955,-0.0147139342511353,-0.00312970141796756
"B4Q1F",1,0.00508662711492646,-0.0106551707206542,0.0177708190858549,0.00536663651491707,0.016149591547293,0.00132358558048285,-0.00984124893760053,0.0151659628567721,0.00666410682306782,0.00435467653213806
"B4Q1M",2,-0.0107655784776858,0.00146570865129792,-0.00499495678777003,-0.0326108303171436,-0.0183731565200482,-0.0152522071938719,0.00386080232772307,-0.0143672476266398,-0.0233539041659932,-0.00495425245182527
"B4Q1Q",2,-0.0101121494972094,0.000317433300947251,-0.00471872909715221,-0.0270546835016185,-0.0253794925432964,-0.0143107684288593,0.00455892712934375,-0.0151949239700179,-0.0215533603299485,-0.00684348457062933
"B4Q1S",2,0.0209954734712952,0.0181775116972312,-0.026829352663308,-0.0106911620074367,-0.0182677732575801,0.010560760434975,0.0146120789606953,-0.0216076799212761,-0.0102877297918031,-0.00492583625203432
"B4Q1X",2,-0.00784455144905256,0.0116277385962155,0.00440976573584328,-0.0211467616889347,-0.0222495787742155,-0.0138011334700014,0.00618557114217971,-0.0083061732482271,-0.0173651546568409,-0.00599951511184034
"B4Q1BB",1,0.00306896090235545,-0.0136661956746936,0.00617597620656517,-0.000719663721785712,0.0051846804066667,0.000383094687611743,-0.00686435377784524,0.00464258792686679,0.00068597224120098,0.00139802954318878
"B4Q1DD",2,-0.0207027840216126,0.0329119075997798,-0.0233180957816718,-0.0121030026450023,-0.0424150999208655,-0.01238841500528,0.0226663139956962,-0.0271069405398195,-0.0163172503182989,-0.0114370719341595
"B4Q1KK",2,-0.0140861054951199,0.0080678083962638,-0.00605794529187044,-0.0331951569982054,-0.019910327811604,-0.0168975488560097,0.00660950952927375,-0.0154930833044226,-0.0240319602013856,-0.0053687449007279
"B4Q1NN",2,-0.0095478255934895,0.0162455227846318,-0.00937348302652832,-0.026037074347044,-0.0162771272169539,-0.0116139983097785,0.00971343942014713,-0.0147872856486103,-0.0189916742605847,-0.0043890660450899
"B4Q1PP",2,0.00813593543606399,0.0344267215404492,0.00463927575723445,-0.0108346005554639,-0.0102349767368241,-0.00268481627808561,0.0124023683052235,-0.00265702911054053,-0.00864679332599759,-0.00275982292631405
"B4Q1RR",1,0.00065407480780503,0.0109088305184531,0.0149674050550722,-0.00190378033282837,0.0134789076903458,-0.00267396416165735,-0.00144673573184982,0.0114881392542998,0.00176382525929153,0.00363453668943365
"B4Q1TT",2,-0.00365675101051251,0.00796517963519199,-0.00273144630584651,-0.0176215430238944,-0.00817861160372507,-0.00717607767181728,0.00432368785082031,-0.00726765540594026,-0.012243510236078,-0.00220533181361998
"B4Q1VV",2,-0.00305322799044935,0.00833983450087703,-0.0288273646270657,0.000638581291031706,-0.0117608793906958,0.00484722625301572,0.0107913278653203,-0.0185520981735672,-0.00214748162884961,-0.00317127682950927
"B4Q1ZZ",2,-0.023030097926201,-0.00394892912517379,0.019454653611143,-0.0206135351410692,-0.00324355010775359,-0.0215877618842077,-0.00530567386868167,0.00531727875962595,-0.0129633551185133,-0.000874611069492714
"B4Q1BBB",2,-0.00801983613461258,0.0164335028536204,-0.00842634902836507,-0.0220599966839801,-0.0177023026526292,-0.0102279394326384,0.00985864077361746,-0.0139313508008222,-0.0169313506185633,-0.00477335923329473
"B4Q1JJJ",2,-0.00240278685715096,0.00443577598362762,-0.00515032414849284,-0.0258607987900305,-0.0108330372398099,-0.00866399255490514,0.0038818717796664,-0.0109259934089593,-0.0177168155109026,-0.00292108768830659
